timestamp,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-11-18,12.2,8.0,19.0,0.0,,295.0,5.0,25.9,1027.3,
2020-11-19,12.8,7.0,21.0,0.0,,285.0,6.2,27.8,1028.3,
2020-11-20,11.0,6.0,16.0,0.0,,350.0,6.4,29.6,1027.0,
2020-11-21,7.4,2.0,16.0,0.0,,18.0,4.2,29.6,1028.7,
2020-11-22,7.1,1.0,16.0,0.0,,305.0,5.5,27.8,1028.2,
2020-11-23,9.3,4.0,17.0,0.0,,344.0,4.6,27.8,1027.4,
2020-11-24,9.0,2.0,17.0,0.0,,303.0,4.4,29.6,1023.0,
2020-11-25,11.0,6.0,17.0,0.0,,1.0,3.3,22.2,1018.1,
2020-11-26,13.5,10.0,18.0,0.4,,45.0,5.6,44.5,1017.2,
2020-11-27,14.1,4.0,17.0,32.5,,34.0,10.4,53.7,1012.9,
2020-11-28,12.7,11.0,14.0,4.7,,19.0,8.3,59.3,1007.0,
2020-11-29,12.8,8.0,20.0,0.0,,5.0,3.8,35.2,1014.8,
2020-11-30,10.8,6.0,18.0,0.0,,24.0,3.9,27.8,1021.5,
2020-12-01,9.3,5.0,14.0,1.6,,4.0,5.4,29.6,1018.6,
2020-12-02,9.2,3.0,13.0,0.0,,349.0,9.1,29.6,1011.6,
2020-12-03,7.0,2.0,13.0,0.0,,260.0,6.7,33.3,1008.5,
2020-12-04,7.7,3.0,12.0,0.0,,305.0,11.6,46.3,993.2,
2020-12-05,4.9,-1.0,11.0,0.0,,337.0,8.5,31.5,997.8,
2020-12-06,7.1,2.0,12.0,0.0,,280.0,13.1,42.6,1002.2,
2020-12-07,8.1,6.0,12.0,1.6,,256.0,10.3,42.6,1002.4,
2020-12-08,7.4,4.0,11.0,0.0,,248.0,9.2,46.3,1001.8,
2020-12-09,8.2,3.0,13.0,0.0,,347.0,12.0,38.9,1010.0,
2020-12-10,9.0,4.0,14.0,0.7,,338.0,11.4,38.9,1006.6,
2020-12-11,8.3,4.0,14.0,0.3,,14.0,4.2,29.6,1003.8,
2020-12-12,10.8,6.0,16.0,0.0,,350.0,12.4,53.7,1005.6,
2020-12-13,7.8,3.0,14.0,0.0,,353.0,5.8,35.2,1013.8,
2020-12-14,9.3,4.0,15.0,0.0,,21.0,3.0,20.4,1012.9,
2020-12-15,12.6,9.0,18.0,0.0,,285.0,6.2,25.9,1013.7,
2020-12-16,9.4,3.0,17.0,0.0,,350.0,3.7,24.1,1017.2,
2020-12-17,11.1,6.0,16.0,21.0,,34.0,2.4,29.6,1021.6,
2020-12-18,13.3,12.0,14.0,0.2,,357.0,1.6,29.6,1022.3,
2020-12-19,11.4,9.0,16.0,0.0,,268.0,5.0,27.8,1019.7,
2020-12-20,11.5,8.0,16.0,0.0,,10.0,5.7,24.1,1021.7,
2020-12-21,9.8,6.0,15.0,0.0,,340.0,7.0,33.3,1026.4,
2020-12-22,10.2,4.0,18.0,0.0,,305.0,4.3,31.5,1026.1,
2020-12-23,11.5,7.0,16.0,0.0,,267.0,6.4,38.9,1022.3,
2020-12-24,10.5,8.0,13.0,0.0,,351.0,7.4,24.1,1020.7,
2020-12-25,7.7,4.0,12.0,0.0,,296.0,16.0,40.8,1019.4,
2020-12-26,6.2,1.0,12.0,0.0,,268.0,10.8,35.2,1020.8,
2020-12-27,4.5,0.0,9.0,0.0,,270.0,11.1,46.3,1009.5,
2020-12-28,9.2,6.0,12.0,0.0,,252.0,21.2,68.5,993.5,
2020-12-29,8.3,5.0,12.0,0.0,,248.0,14.8,51.8,999.8,
2020-12-30,7.0,3.0,11.0,0.0,,271.0,14.3,42.6,1009.2,
2020-12-31,7.6,3.0,12.0,0.0,,262.0,13.4,46.3,1010.8,
